normal_consume,consumption_in_period,autoconsume,injection,temp_max,humidity,hour,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
0.774,0.0,0.002,0,20.15,89,20,0.0,0,-0.77,0
0.683,0.0,0.0,0,21.45,91,21,0.0,0,-0.68,0
0.0,0.596,0.0,0,19.23,92,22,0.0,0,-0.6,0
0.0,1.108,0.0,0,18.12,93,23,0.0,0,-1.11,0
0.0,1.187,0.0,0,17.57,93,0,0.0,0,-1.19,0
0.0,0.576,0.0,0,18.12,93,1,0.0,0,-0.58,0
0.0,0.591,0.0,0,17.57,93,2,0.0,0,-0.59,0
0.0,0.448,0.0,0,17.01,94,3,0.0,0,-0.45,0
0.0,0.461,0.0,0,17.01,94,4,0.0,0,-0.46,0
0.0,0.345,0.0,0,16.77,94,5,0.0,0,-0.34,0
0.0,0.264,0.0,0,16.72,94,6,0.0,0,-0.26,1
0.0,0.194,0.063,0,16.72,94,7,0.24,1,-0.13,1
0.37,0.0,0.074,0,16.82,93,8,0.17,1,-0.3,1
0.756,0.0,0.143,0,17.72,93,9,0.16,1,-0.61,1
0.045,0.0,0.336,2,18.43,93,10,0.88,1,0.29,1
0.0,0.0,0.397,2,19.55,93,11,0.99,1,0.4,1
0.015,0.0,0.487,2,21.26,78,12,0.97,1,0.47,1
0.047,0.0,0.69,2,20.15,82,13,0.93,1,0.64,1
0.484,0.0,0.789,2,21.26,77,14,0.62,1,0.31,1
0.0,0.0,0.625,3,21.22,81,15,1.01,1,0.62,1
0.0,0.0,0.475,2,20.9,78,16,0.99,1,0.48,1
0.031,0.0,0.518,2,21.82,76,17,0.94,1,0.49,1
0.991,0.0,0.286,0,20.9,79,18,0.22,1,-0.7,1
0.866,0.0,0.092,0,20.34,85,19,0.1,0,-0.77,1
0.528,0.0,0.0,0,19.23,87,20,0.0,0,-0.53,0
0.512,0.0,0.0,0,17.88,90,21,0.0,0,-0.51,0
0.0,0.488,0.0,0,17.32,92,22,0.0,0,-0.49,0
0.0,0.491,0.0,0,16.45,93,23,0.0,0,-0.49,0
0.0,0.502,0.0,0,16.77,93,0,0.0,0,-0.5,0
0.0,0.442,0.0,0,16.77,93,1,0.0,0,-0.44,0
0.0,0.451,0.0,0,15.9,93,2,0.0,0,-0.45,0
0.0,0.341,0.0,0,15.66,93,3,0.0,0,-0.34,0
0.0,0.282,0.0,0,15.1,94,4,0.0,0,-0.28,0
0.0,0.272,0.0,0,15.1,93,5,0.0,0,-0.27,0
0.0,0.245,0.022,0,14.55,93,6,0.08,0,-0.22,1
0.0,0.201,0.076,0,15.72,92,7,0.27,1,-0.12,1
0.2,0.0,0.238,1,16.78,88,8,0.54,1,0.04,1
0.069,0.0,0.336,1,17.57,83,9,0.84,1,0.27,1
0.154,0.0,0.22,0,18.99,79,10,0.59,1,0.07,1
0.099,0.0,0.294,1,17.57,85,11,0.75,1,0.19,1
0.363,0.0,0.489,1,15.72,92,12,0.58,1,0.13,1
0.146,0.0,0.507,2,18.43,78,13,0.78,1,0.36,1
0.258,0.0,0.37,1,18.99,75,14,0.59,1,0.11,1
0.043,0.0,0.509,2,19.54,74,15,0.93,1,0.47,1
0.055,0.0,0.391,2,19.54,74,16,0.87,1,0.34,1
0.0,0.0,0.391,2,19.04,66,17,1.0,1,0.39,1
0.129,0.0,0.255,1,18.43,68,18,0.67,1,0.13,1
1.816,0.0,0.054,0,17.01,68,19,0.03,0,-1.76,1
1.362,0.0,0.009,0,15.66,76,20,0.01,0,-1.35,0
0.693,0.0,0.0,0,14.54,82,21,0.0,0,-0.69,0
0.0,0.743,0.0,0,14.0,84,22,0.0,0,-0.74,0
0.0,0.661,0.0,0,13.43,85,23,0.0,0,-0.66,0
0.0,0.618,0.0,0,13.68,86,0,0.0,0,-0.62,0
0.0,0.635,0.0,0,12.37,87,1,0.0,0,-0.64,0
0.0,0.409,0.0,0,12.37,88,2,0.0,0,-0.41,0
0.0,0.376,0.0,0,11.82,89,3,0.0,0,-0.38,0
0.0,0.377,0.0,0,11.77,90,4,0.0,0,-0.38,0
0.0,0.367,0.0,0,11.26,90,5,0.0,0,-0.37,0
0.0,0.359,0.011,0,11.22,89,6,0.03,0,-0.35,1
0.0,0.139,0.098,0,12.88,89,7,0.41,1,-0.04,1
0.023,0.0,0.253,0,13.99,82,8,0.9,1,0.23,1
0.033,0.0,0.377,0,15.34,71,9,0.92,1,0.34,1
0.234,0.0,0.328,0,15.9,67,10,0.59,1,0.09,1
0.106,0.0,0.406,0,17.88,58,11,0.8,1,0.3,1
0.07,0.0,0.539,0,18.43,60,12,0.88,1,0.47,1
0.156,0.0,0.569,0,18.99,59,13,0.79,1,0.41,1
0.0,0.0,0.631,0,19.04,58,14,1.0,1,0.63,1
0.096,0.0,0.422,0,18.99,65,15,0.81,1,0.33,1
0.156,0.0,0.3,0,18.9,67,16,0.65,1,0.14,1
0.194,0.0,0.282,0,17.93,65,17,0.59,1,0.09,1
0.208,0.0,0.316,0,18.34,65,18,0.61,1,0.11,1
0.373,0.0,0.094,0,16.77,68,19,0.2,0,-0.28,1
0.915,0.0,0.019,0,15.7,71,20,0.02,0,-0.9,0
1.104,0.0,0.0,0,14.59,76,21,0.0,0,-1.1,0
0.0,1.147,0.0,0,13.72,84,22,0.0,0,-1.15,0
0.0,0.542,0.0,0,13.72,87,23,0.0,0,-0.54,0
0.0,0.552,0.0,0,12.93,84,0,0.0,0,-0.55,0
0.0,0.575,0.0,0,12.32,89,1,0.0,0,-0.57,0
0.0,0.433,0.0,0,12.37,87,2,0.0,0,-0.43,0
0.0,0.288,0.0,0,11.77,85,3,0.0,0,-0.29,0
0.0,0.276,0.0,0,11.82,80,4,0.0,0,-0.28,0
0.0,0.276,0.0,0,11.82,76,5,0.0,0,-0.28,0
0.0,0.24,0.03,0,12.37,76,6,0.11,0,-0.21,1
0.0,0.076,0.196,1,15.1,72,7,0.73,1,0.12,1
0.0,0.0,0.287,2,16.26,65,8,0.99,1,0.29,1
0.0,0.0,0.393,3,17.37,61,9,1.01,1,0.39,1
0.0,0.0,0.302,4,19.04,53,10,1.01,1,0.3,1
0.0,0.0,0.315,4,22.32,48,11,0.98,1,0.32,1
0.0,0.0,0.373,4,22.88,48,12,1.01,1,0.37,1
0.0,0.0,0.451,4,22.88,48,13,1.0,1,0.45,1
0.0,0.0,0.557,3,23.48,47,14,0.99,1,0.56,1
0.0,0.0,0.575,3,24.04,44,15,1.01,1,0.57,1
0.0,0.0,0.391,3,25.15,45,16,1.0,1,0.39,1
0.0,0.0,0.42,2,25.15,46,17,1.0,1,0.42,1
0.19,0.0,0.247,0,24.59,48,18,0.56,1,0.06,1
1.929,0.0,0.043,0,22.93,52,19,0.02,0,-1.89,1
0.499,0.0,0.007,0,19.54,64,20,0.01,0,-0.49,0
0.557,0.0,0.0,0,18.43,66,21,0.0,0,-0.56,0
0.0,0.444,0.0,0,17.88,71,22,0.0,0,-0.44,0
0.0,0.421,0.0,0,17.88,73,23,0.0,0,-0.42,0
0.0,0.345,0.0,0,17.32,75,0,0.0,0,-0.34,0
0.0,0.28,0.0,0,17.79,78,1,0.0,0,-0.28,0
0.0,0.269,0.0,0,17.72,78,2,0.0,0,-0.27,0
0.0,0.268,0.0,0,17.79,77,3,0.0,0,-0.27,0
0.0,0.277,0.0,0,17.72,78,4,0.0,0,-0.28,0
0.0,0.274,0.0,0,17.72,77,5,0.0,0,-0.27,0
0.0,0.255,0.017,0,17.89,76,6,0.06,0,-0.24,1
0.0,0.081,0.194,1,18.72,56,7,0.69,1,0.11,1
0.0,0.0,0.281,2,20.66,54,8,1.0,1,0.28,1
0.0,0.0,0.384,3,22.32,50,9,1.01,1,0.38,1
0.0,0.0,0.483,3,25.1,47,10,1.01,1,0.48,1
0.0,0.0,0.333,4,26.45,45,11,1.01,1,0.33,1
0.0,0.0,0.398,4,26.72,42,12,1.0,1,0.4,1
0.0,0.0,0.294,4,27.37,39,13,1.01,1,0.29,1
0.0,0.0,0.286,4,30.34,35,14,0.99,1,0.29,1
0.0,0.0,0.279,4,30.9,33,15,1.0,1,0.28,1
0.0,0.0,0.359,3,30.7,29,16,1.0,1,0.36,1
0.0,0.0,0.399,2,30.7,29,17,1.0,1,0.4,1
0.079,0.0,0.238,1,30.7,36,18,0.74,1,0.16,1
0.335,0.0,0.04,0,26.8,64,19,0.11,0,-0.3,1
0.301,0.0,0.007,0,24.64,66,20,0.02,0,-0.29,0
0.378,0.0,0.0,0,24.5,67,21,0.0,0,-0.38,0
0.0,0.414,0.0,0,23.43,75,22,0.0,0,-0.41,0
0.0,0.408,0.0,0,23.34,74,23,0.0,0,-0.41,0
0.0,0.398,0.0,0,22.79,72,0,0.0,0,-0.4,0
0.0,0.345,0.0,0,22.72,67,1,0.0,0,-0.34,0
0.0,0.314,0.0,0,22.72,60,2,0.0,0,-0.31,0
0.0,0.293,0.0,0,21.72,58,3,0.0,0,-0.29,0
0.0,0.272,0.0,0,22.72,57,4,0.0,0,-0.27,0
0.0,0.268,0.0,0,22.72,58,5,0.0,0,-0.27,0
0.0,0.242,0.022,0,18.36,59,6,0.08,0,-0.22,1
0.0,0.113,0.164,1,23.72,57,7,0.59,1,0.05,1
0.0,0.0,0.29,2,25.72,31,8,1.0,1,0.29,1
0.0,0.0,0.319,3,25.9,32,9,1.0,1,0.32,1
0.004,0.0,0.367,3,27.72,32,10,0.99,1,0.36,1
0.0,0.0,0.388,4,29.04,30,11,0.99,1,0.39,1
0.0,0.0,0.375,3,30.72,30,12,0.99,1,0.38,1
0.0,0.0,0.318,4,33.12,29,13,0.99,1,0.32,1
0.0,0.0,0.499,4,33.68,25,14,1.0,1,0.5,1
0.234,0.0,0.569,3,34.23,22,15,0.71,1,0.34,1
0.121,0.0,0.694,2,33.68,23,16,0.85,1,0.57,1
0.0,0.0,0.428,2,33.48,22,17,1.0,1,0.43,1
0.129,0.0,0.257,0,32.37,31,18,0.66,1,0.13,1
0.907,0.0,0.043,0,28.9,57,19,0.05,0,-0.86,1
0.559,0.0,0.008,0,26.97,60,20,0.01,0,-0.55,0
0.49,0.0,0.0,0,26.21,67,21,0.0,0,-0.49,0
0.0,0.486,0.0,0,25.01,78,22,0.0,0,-0.49,0
0.0,1.068,0.0,0,24.55,77,23,0.0,0,-1.07,0
0.0,0.421,0.0,0,22.88,71,0,0.0,0,-0.42,0
0.0,0.419,0.0,0,24.45,58,1,0.0,0,-0.42,0
0.0,0.467,0.0,0,24.54,44,2,0.0,0,-0.47,0
0.0,0.453,0.0,0,24.72,39,3,0.0,0,-0.45,0
0.0,0.451,0.0,0,24.72,40,4,0.0,0,-0.45,0
0.0,0.444,0.0,0,19.93,42,5,0.0,0,-0.44,0
0.0,0.342,0.018,0,19.48,45,6,0.05,0,-0.32,1
0.0,0.083,0.193,1,24.72,47,7,0.69,1,0.11,1
0.0,0.0,0.294,2,25.72,32,8,1.01,1,0.29,1
0.0,0.0,0.3,3,27.79,32,9,1.0,1,0.3,1
0.0,0.0,0.288,4,29.79,33,10,0.99,1,0.29,1
0.0,0.0,0.281,4,31.45,30,11,1.0,1,0.28,1
0.0,0.0,0.278,4,33.12,28,12,0.99,1,0.28,1
0.0,0.0,0.278,4,33.68,28,13,0.99,1,0.28,1
0.0,0.0,0.48,4,34.04,29,14,1.0,1,0.48,1
0.036,0.0,0.651,3,33.68,36,15,0.94,1,0.62,1
0.0,0.0,0.296,3,33.12,37,16,0.99,1,0.3,1
0.0,0.0,0.274,3,31.45,39,17,1.01,1,0.27,1
0.238,0.0,0.265,0,30.34,42,18,0.53,1,0.03,1
0.459,0.0,0.072,0,24.59,47,19,0.14,0,-0.39,1
0.597,0.0,0.013,0,22.33,70,20,0.02,0,-0.58,0
0.79,0.0,0.0,0,22.57,78,21,0.0,0,-0.79,0
0.0,0.357,0.0,0,22.32,75,22,0.0,0,-0.36,0
0.0,0.516,0.0,0,21.77,78,23,0.0,0,-0.52,0
0.0,0.482,0.0,0,21.21,58,0,0.0,0,-0.48,0
0.0,0.511,0.0,0,20.1,60,1,0.0,0,-0.51,0
0.0,0.481,0.0,0,19.04,62,2,0.0,0,-0.48,0
0.0,0.42,0.0,0,18.48,67,3,0.0,0,-0.42,0
0.0,0.439,0.0,0,17.88,73,4,0.0,0,-0.44,0
0.0,0.346,0.0,0,17.88,77,5,0.0,0,-0.35,0
0.0,0.307,0.003,0,17.32,87,6,0.01,0,-0.3,1
0.0,0.225,0.086,0,17.32,88,7,0.28,1,-0.14,1
0.331,0.0,0.097,0,17.88,86,8,0.23,1,-0.23,1
0.236,0.0,0.147,0,18.43,81,9,0.39,1,-0.09,1
0.313,0.0,0.245,0,19.54,79,10,0.44,1,-0.07,1
1.46,0.0,0.453,0,20.66,76,11,0.24,1,-1.01,1
1.702,0.0,0.388,0,20.66,73,12,0.19,1,-1.31,1
0.186,0.0,0.467,0,20.66,72,13,0.72,1,0.28,1
0.224,0.0,0.363,0,21.77,72,14,0.62,1,0.14,1
0.144,0.0,0.31,0,22.32,71,15,0.69,1,0.17,1
0.141,0.0,0.245,0,22.88,71,16,0.63,1,0.1,1
0.172,0.0,0.165,0,21.77,71,17,0.49,1,-0.01,1
0.269,0.0,0.107,0,21.21,72,18,0.28,1,-0.16,1
1.169,0.0,0.053,0,19.0,71,19,0.04,0,-1.12,1
1.056,0.0,0.007,0,18.44,71,20,0.01,0,-1.05,0
1.235,0.0,0.0,0,18.99,74,21,0.0,0,-1.24,0
0.0,1.145,0.0,0,18.43,74,22,0.0,0,-1.14,0
0.0,0.942,0.0,0,17.88,75,23,0.0,0,-0.94,0
0.0,0.399,0.0,0,17.88,77,0,0.0,0,-0.4,0
0.0,0.447,0.0,0,17.88,78,1,0.0,0,-0.45,0
0.0,0.365,0.0,0,17.32,79,2,0.0,0,-0.36,0
0.0,0.321,0.0,0,17.32,78,3,0.0,0,-0.32,0
0.0,0.277,0.0,0,17.32,78,4,0.0,0,-0.28,0
0.0,0.258,0.0,0,17.32,80,5,0.0,0,-0.26,0
0.0,0.358,0.0,0,16.82,82,6,0.0,0,-0.36,1
0.0,0.423,0.02,0,16.82,82,7,0.05,1,-0.4,1
0.189,0.0,0.083,0,16.82,82,8,0.31,1,-0.11,1
0.206,0.0,0.063,0,17.32,86,9,0.23,1,-0.14,1
0.035,0.0,0.227,2,17.72,90,10,0.87,1,0.19,1
0.04,0.0,0.21,1,17.89,87,11,0.84,1,0.17,1
0.0,0.0,0.294,2,20.11,79,12,1.01,1,0.29,1
0.0,0.0,0.247,2,20.11,79,13,0.99,1,0.25,1
0.012,0.0,0.244,2,21.77,81,14,0.94,1,0.23,1
0.0,0.0,0.263,2,21.77,76,15,1.01,1,0.26,1
0.011,0.0,0.248,2,20.66,72,16,0.95,1,0.24,1
0.103,0.0,0.159,1,19.55,72,17,0.61,1,0.06,1
0.186,0.0,0.065,0,18.99,80,18,0.26,1,-0.12,1
0.764,0.0,0.042,0,18.99,82,19,0.05,0,-0.72,1
0.687,0.0,0.012,0,18.43,84,20,0.02,0,-0.68,0
0.535,0.0,0.0,0,17.93,83,21,0.0,0,-0.54,0
0.0,0.51,0.0,0,18.72,79,22,0.0,0,-0.51,0
0.0,0.449,0.0,0,18.72,78,23,0.0,0,-0.45,0
0.0,0.445,0.0,0,17.88,87,0,0.0,0,-0.44,0
0.0,0.438,0.0,0,17.79,88,1,0.0,0,-0.44,0
0.0,0.427,0.0,0,17.72,88,2,0.0,0,-0.43,0
0.0,0.285,0.0,0,17.72,86,3,0.0,0,-0.28,0
0.0,0.254,0.0,0,17.72,85,4,0.0,0,-0.25,0
0.0,0.262,0.0,0,17.72,83,5,0.0,0,-0.26,0
0.0,0.277,0.0,0,18.48,78,6,0.0,0,-0.28,1
0.0,0.434,0.019,0,18.48,80,7,0.04,1,-0.42,1
0.219,0.0,0.067,0,19.04,84,8,0.23,1,-0.15,1
0.002,0.0,0.254,2,19.72,81,9,0.98,1,0.25,1
0.0,0.0,0.25,2,20.7,78,10,1.0,1,0.25,1
0.004,0.0,0.244,2,22.88,74,11,0.98,1,0.24,1
0.0,0.0,0.259,2,23.48,69,12,1.0,1,0.26,1
0.05,0.0,0.21,1,23.48,73,13,0.81,1,0.16,1
0.136,0.0,0.127,1,22.57,88,14,0.49,1,-0.01,1
0.114,0.0,0.15,0,19.79,92,15,0.58,1,0.04,1
0.091,0.0,0.201,0,19.55,92,16,0.69,1,0.11,1
0.246,0.0,0.084,0,19.72,91,17,0.25,1,-0.16,1
0.34,0.0,0.222,0,22.32,86,18,0.4,1,-0.12,1
0.96,0.0,0.101,0,20.15,85,19,0.1,0,-0.86,1
0.494,0.0,0.012,0,19.59,87,20,0.02,0,-0.48,0
0.468,0.0,0.0,0,19.59,88,21,0.0,0,-0.47,0
0.0,0.641,0.0,0,19.72,90,22,0.0,0,-0.64,0
0.0,0.666,0.0,0,19.04,90,23,0.0,0,-0.67,0
0.0,0.436,0.0,0,19.04,88,0,0.0,0,-0.44,0
0.0,0.398,0.0,0,18.99,92,1,0.0,0,-0.4,0
0.0,0.366,0.0,0,18.72,90,2,0.0,0,-0.37,0
0.0,0.355,0.0,0,17.93,89,3,0.0,0,-0.36,0
0.0,0.405,0.0,0,17.93,90,4,0.0,0,-0.4,0
0.0,0.364,0.0,0,18.48,89,5,0.0,0,-0.36,0
0.0,0.355,0.004,0,17.93,91,6,0.01,0,-0.35,1
0.0,0.467,0.031,0,17.57,92,7,0.06,1,-0.44,1
0.388,0.0,0.128,1,19.54,92,8,0.25,1,-0.26,1
0.0,0.0,0.261,3,19.55,89,9,1.0,1,0.26,1
0.0,0.0,0.263,4,21.22,78,10,1.01,1,0.26,1
0.0,0.0,0.262,4,21.78,71,11,1.01,1,0.26,1
0.0,0.0,0.261,3,23.12,58,12,1.0,1,0.26,1
0.023,0.0,0.222,2,18.44,73,13,0.92,1,0.2,1
0.066,0.0,0.18,2,21.77,81,14,0.72,1,0.11,1
0.001,0.0,0.248,2,19.72,88,15,0.99,1,0.25,1
0.072,0.0,0.242,1,20.67,86,16,0.78,1,0.17,1
0.018,0.0,0.25,2,22.32,86,17,0.93,1,0.23,1
0.665,0.0,0.227,0,20.11,83,18,0.26,1,-0.44,1
1.665,0.0,0.062,0,19.79,85,19,0.04,0,-1.6,1
0.728,0.0,0.011,0,19.54,91,20,0.01,0,-0.72,0
0.555,0.0,0.0,0,18.99,94,21,0.0,0,-0.56,0
0.0,0.414,0.0,0,18.43,88,22,0.0,0,-0.41,0
0.0,0.407,0.0,0,17.88,92,23,0.0,0,-0.41,0
0.0,0.412,0.0,0,17.72,92,0,0.0,0,-0.41,0
0.0,0.373,0.0,0,17.72,92,1,0.0,0,-0.37,0
0.0,0.281,0.0,0,16.82,82,2,0.0,0,-0.28,0
0.0,0.269,0.0,0,16.72,93,3,0.0,0,-0.27,0
0.0,0.252,0.0,0,16.72,84,4,0.0,0,-0.25,0
0.0,0.305,0.0,0,16.26,85,5,0.0,0,-0.3,0
0.0,0.25,0.008,0,16.26,86,6,0.03,0,-0.24,1
0.0,0.761,0.028,0,16.82,83,7,0.04,1,-0.73,1
0.266,0.0,0.104,0,18.48,79,8,0.28,1,-0.16,1
0.006,0.0,0.252,1,19.59,76,9,0.97,1,0.25,1
0.0,0.0,0.259,2,20.7,74,10,1.0,1,0.26,1
0.0,0.0,0.251,3,22.88,66,11,1.0,1,0.25,1
0.0,0.0,0.255,3,22.88,70,12,0.98,1,0.26,1
0.0,0.0,0.256,4,23.68,73,13,0.98,1,0.26,1
0.0,0.0,0.262,3,24.23,84,14,1.01,1,0.26,1
0.0,0.0,0.272,4,23.68,73,15,1.01,1,0.27,1
0.0,0.0,0.259,3,22.88,66,16,1.0,1,0.26,1
0.0,0.0,0.253,2,22.93,64,17,1.01,1,0.25,1
0.12,0.0,0.316,0,21.82,68,18,0.72,1,0.2,1
1.214,0.0,0.058,0,20.66,71,19,0.05,0,-1.16,1
0.588,0.0,0.013,0,19.04,74,20,0.02,0,-0.57,1
0.659,0.0,0.0,0,18.99,86,21,0.0,0,-0.66,0
0.0,0.484,0.0,0,18.43,89,22,0.0,0,-0.48,0
0.0,0.373,0.0,0,18.43,92,23,0.0,0,-0.37,0
0.0,0.247,0.0,0,17.88,92,0,0.0,0,-0.25,0
0.0,0.242,0.0,0,17.32,92,1,0.0,0,-0.24,0
0.0,0.252,0.0,0,16.77,94,2,0.0,0,-0.25,0
0.0,0.341,0.0,0,16.77,95,3,0.0,0,-0.34,0
0.0,0.318,0.0,0,16.21,97,4,0.0,0,-0.32,0
0.0,0.248,0.0,0,15.72,96,5,0.0,0,-0.25,0
0.0,0.223,0.021,0,16.72,85,6,0.09,0,-0.2,1
0.0,0.197,0.154,0,17.88,93,7,0.44,1,-0.04,1
0.039,0.0,0.299,2,20.15,73,8,0.88,1,0.26,1
0.006,0.0,0.307,2,21.82,64,9,0.99,1,0.3,1
0.011,0.0,0.303,3,22.37,61,10,0.98,1,0.29,1
0.047,0.0,0.257,2,22.93,57,11,0.86,1,0.21,1
0.0,0.0,0.357,3,24.54,56,12,0.99,1,0.36,1
0.0,0.0,0.256,3,24.54,57,13,0.98,1,0.26,1
0.0,0.0,0.263,3,24.23,68,14,1.01,1,0.26,1
0.0,0.0,0.261,2,23.68,78,15,1.0,1,0.26,1
0.03,0.0,0.235,2,21.77,75,16,0.9,1,0.2,1
0.017,0.0,0.238,1,20.15,76,17,0.92,1,0.22,1
0.118,0.0,0.191,0,20.15,77,18,0.62,1,0.07,1
0.287,0.0,0.024,0,19.55,86,19,0.08,0,-0.26,1
0.32,0.0,0.014,0,18.68,86,20,0.04,0,-0.31,1
0.335,0.0,0.0,0,18.43,89,21,0.0,0,-0.34,0
0.0,0.341,0.0,0,17.88,91,22,0.0,0,-0.34,0
0.0,0.314,0.0,0,17.88,92,23,0.0,0,-0.31,0
0.0,0.251,0.0,0,17.32,91,0,0.0,0,-0.25,0
0.0,0.243,0.0,0,16.77,90,1,0.0,0,-0.24,0
0.0,0.253,0.0,0,16.77,91,2,0.0,0,-0.25,0
0.0,0.262,0.0,0,16.77,92,3,0.0,0,-0.26,0
0.0,0.373,0.0,0,16.21,92,4,0.0,0,-0.37,0
0.0,0.338,0.0,0,15.72,93,5,0.0,0,-0.34,0
0.0,0.312,0.027,0,15.72,92,6,0.08,0,-0.28,1
0.0,0.205,0.159,0,16.77,94,7,0.44,1,-0.05,1
0.04,0.0,0.312,2,18.48,86,8,0.89,1,0.27,1
0.434,0.0,0.341,2,18.48,85,9,0.44,1,-0.09,1
0.031,0.0,0.295,3,19.79,84,10,0.89,1,0.26,1
0.081,0.0,0.294,2,20.7,79,11,0.77,1,0.21,1
0.425,0.0,0.493,0,21.22,84,12,0.54,1,0.07,1
0.0,0.0,0.269,3,20.7,77,13,1.0,1,0.27,1
0.0,0.0,0.366,3,21.12,75,14,0.99,1,0.37,1
0.071,0.0,0.601,3,21.12,80,15,0.9,1,0.53,1
0.04,0.0,0.53,2,22.57,73,16,0.93,1,0.49,1
0.427,0.0,0.582,2,22.93,66,17,0.58,1,0.15,1
1.026,0.0,0.243,0,22.93,64,18,0.19,1,-0.78,1
1.858,0.0,0.04,0,21.26,69,19,0.02,0,-1.82,1
0.894,0.0,0.009,0,17.89,89,20,0.01,0,-0.88,1
0.605,0.0,0.0,0,18.43,91,21,0.0,0,-0.6,0
0.0,0.651,0.0,0,17.88,87,22,0.0,0,-0.65,0
0.0,0.684,0.0,0,17.32,89,23,0.0,0,-0.68,0
0.0,0.587,0.0,0,16.77,91,0,0.0,0,-0.59,0
0.0,0.468,0.0,0,16.21,92,1,0.0,0,-0.47,0
0.0,0.481,0.0,0,16.21,92,2,0.0,0,-0.48,0
0.0,0.454,0.0,0,16.21,96,3,0.0,0,-0.45,0
0.0,0.477,0.0,0,16.21,96,4,0.0,0,-0.48,0
0.0,0.419,0.0,0,15.66,97,5,0.0,0,-0.42,0
0.0,0.324,0.006,0,15.66,90,6,0.02,0,-0.32,1
0.0,0.111,0.139,1,15.66,90,7,0.56,1,0.03,1
0.007,0.0,0.248,2,18.44,87,8,0.95,1,0.24,1
0.022,0.0,0.32,3,19.55,78,9,0.94,1,0.3,1
0.022,0.0,0.295,3,19.23,71,10,0.92,1,0.27,1
0.543,0.0,0.719,2,22.88,67,11,0.57,1,0.18,1
1.305,0.0,0.69,0,22.33,64,12,0.34,1,-0.62,1
0.07,0.0,0.492,2,23.12,60,13,0.88,1,0.42,1
0.0,0.0,0.504,3,23.12,59,14,1.01,1,0.5,1
0.0,0.0,0.601,3,23.68,60,15,1.0,1,0.6,1
0.0,0.0,0.445,3,23.68,59,16,1.01,1,0.44,1
0.014,0.0,0.398,2,23.12,61,17,0.97,1,0.38,1
0.136,0.0,0.265,2,21.26,64,18,0.66,1,0.13,1
0.354,0.0,0.14,0,20.15,66,19,0.29,0,-0.21,1
0.488,0.0,0.01,0,18.99,80,20,0.02,0,-0.48,1
0.605,0.0,0.0,0,17.88,85,21,0.0,0,-0.6,0
0.0,0.691,0.0,0,17.32,90,22,0.0,0,-0.69,0
0.0,0.863,0.0,0,16.77,84,23,0.0,0,-0.86,0
0.0,0.643,0.0,0,15.01,87,0,0.0,0,-0.64,0
0.0,0.515,0.0,0,15.66,89,1,0.0,0,-0.52,0
0.0,0.373,0.0,0,14.23,89,2,0.0,0,-0.37,0
0.0,0.426,0.0,0,14.04,91,3,0.0,0,-0.43,0
0.0,0.362,0.0,0,13.72,90,4,0.0,0,-0.36,0
0.0,0.346,0.0,0,14.72,90,5,0.0,0,-0.35,0
0.0,0.345,0.006,0,14.72,88,6,0.02,0,-0.34,1
0.0,0.474,0.059,0,15.72,88,7,0.11,1,-0.42,1
0.266,0.0,0.158,0,16.72,85,8,0.38,1,-0.11,1
0.239,0.0,0.216,1,18.72,87,9,0.48,1,-0.02,1
0.005,0.0,0.298,1,21.77,76,10,0.99,1,0.29,1
0.025,0.0,0.319,3,21.78,70,11,0.94,1,0.29,1
0.521,0.0,0.36,1,21.26,73,12,0.41,1,-0.16,1
0.0,0.0,0.27,2,21.26,75,13,1.0,1,0.27,1
0.0,0.0,0.259,2,22.37,73,14,1.0,1,0.26,1
0.0,0.0,0.256,2,22.23,74,15,0.98,1,0.26,1
0.0,0.0,0.346,2,23.12,76,16,0.99,1,0.35,1
0.0,0.0,0.27,3,23.12,77,17,1.0,1,0.27,1
0.068,0.0,0.33,1,22.57,77,18,0.82,1,0.26,1
0.892,0.0,0.098,0,21.21,79,19,0.1,0,-0.79,1
0.955,0.0,0.017,0,20.66,85,20,0.02,0,-0.94,1
0.828,0.0,0.0,0,18.48,89,21,0.0,0,-0.83,0
0.0,0.722,0.0,0,17.93,91,22,0.0,0,-0.72,0
0.0,0.624,0.0,0,18.99,91,23,0.0,0,-0.62,0
0.0,0.885,0.0,0,18.43,91,0,0.0,0,-0.88,0
0.0,0.696,0.0,0,17.88,92,1,0.0,0,-0.7,0
0.0,0.26,0.0,0,17.32,92,2,0.0,0,-0.26,0
0.0,0.28,0.0,0,16.82,92,3,0.0,0,-0.28,0
0.0,0.281,0.0,0,16.26,93,4,0.0,0,-0.28,0
0.0,0.275,0.0,0,15.7,93,5,0.0,0,-0.28,0
0.0,0.249,0.022,0,16.22,93,6,0.08,0,-0.23,1
0.0,0.182,0.167,0,17.89,92,7,0.48,1,-0.01,1
0.238,0.0,0.217,2,20.67,84,8,0.48,1,-0.02,1
0.0,0.0,0.294,3,20.34,76,9,1.01,1,0.29,1
0.0,0.0,0.3,4,23.12,69,10,1.0,1,0.3,1
0.0,0.0,0.296,4,24.23,65,11,0.99,1,0.3,1
0.0,0.0,0.341,4,24.79,58,12,1.0,1,0.34,1
0.022,0.0,0.653,3,25.9,57,13,0.96,1,0.63,1
