normal_consume,consumption_in_period,autoconsume,temp_max,humidity,hour,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
0.0,0.306,0.0,7.82,80,7,0.0,1,-0.31,0
0.119,0.0,0.211,7.88,79,8,0.64,1,0.09,1
0.0,0.0,0.296,10.82,71,9,0.99,1,0.3,1
0.0,0.0,0.318,12.93,39,10,0.99,1,0.32,1
0.986,0.0,0.962,13.82,41,11,0.49,1,-0.02,1
1.31,0.0,0.981,14.82,39,12,0.43,1,-0.33,1
0.0,0.0,0.655,15.82,35,13,0.99,1,0.66,1
0.92,0.0,0.793,17.57,32,14,0.46,1,-0.13,1
2.255,0.0,0.567,18.12,35,15,0.2,1,-1.69,1
0.378,0.0,0.238,17.82,36,16,0.38,1,-0.14,1
0.405,0.0,0.006,16.82,41,17,0.01,1,-0.4,1
1.083,0.0,0.0,14.82,54,18,0.0,1,-1.08,0
1.091,0.0,0.0,13.82,56,19,0.0,0,-1.09,0
1.165,0.0,0.0,13.34,61,20,0.0,0,-1.16,0
0.55,0.0,0.0,12.32,62,21,0.0,0,-0.55,0
0.0,0.447,0.0,12.32,64,22,0.0,0,-0.45,0
0.0,1.177,0.0,11.77,67,23,0.0,0,-1.18,0
0.0,1.818,0.0,11.21,68,0,0.0,0,-1.82,0
0.0,1.639,0.0,9.82,70,1,0.0,0,-1.64,0
0.0,1.479,0.0,10.66,70,2,0.0,0,-1.48,0
0.0,0.362,0.0,9.82,69,3,0.0,0,-0.36,0
0.0,0.348,0.0,9.82,67,4,0.0,0,-0.35,0
0.0,0.348,0.0,9.82,66,5,0.0,0,-0.35,0
0.0,0.352,0.0,9.82,63,6,0.0,0,-0.35,0
0.0,1.538,0.0,9.82,65,7,0.0,1,-1.54,0
0.272,0.0,0.236,8.99,69,8,0.46,1,-0.04,1
0.0,0.0,0.334,9.82,70,9,1.01,1,0.33,1
0.0,0.0,0.301,12.23,62,10,1.0,1,0.3,1
0.0,0.0,0.272,13.82,56,11,1.01,1,0.27,1
0.0,0.0,0.31,16.45,25,12,1.0,1,0.31,1
0.0,0.0,0.286,17.57,26,13,0.99,1,0.29,1
0.453,0.0,0.447,18.68,23,14,0.5,1,-0.01,1
0.087,0.0,0.429,18.68,25,15,0.82,1,0.34,1
0.178,0.0,0.231,17.57,31,16,0.56,1,0.05,1
0.372,0.0,0.009,15.9,35,17,0.02,1,-0.36,1
1.32,0.0,0.0,14.82,51,18,0.0,1,-1.32,0
0.875,0.0,0.0,13.82,48,19,0.0,0,-0.88,0
0.444,0.0,0.0,12.82,48,20,0.0,0,-0.44,0
0.552,0.0,0.0,12.32,49,21,0.0,0,-0.55,0
0.0,0.628,0.0,11.77,46,22,0.0,0,-0.63,0
0.0,0.705,0.0,11.82,47,23,0.0,0,-0.7,0
0.0,1.195,0.0,10.82,48,0,0.0,0,-1.2,0
0.0,1.352,0.0,9.45,50,1,0.0,0,-1.35,0
0.0,0.3,0.0,8.9,52,2,0.0,0,-0.3,0
0.0,0.317,0.0,9.54,59,3,0.0,0,-0.32,0
0.0,0.297,0.0,8.99,63,4,0.0,0,-0.3,0
0.0,0.308,0.0,8.43,65,5,0.0,0,-0.31,0
0.0,0.303,0.0,8.43,66,6,0.0,0,-0.3,0
0.0,0.848,0.0,7.88,70,7,0.0,1,-0.85,0
0.305,0.0,0.223,7.88,70,8,0.42,1,-0.08,1
0.0,0.0,0.292,8.82,60,9,1.01,1,0.29,1
0.0,0.0,0.318,9.59,55,10,0.99,1,0.32,1
0.0,0.0,0.297,11.82,52,11,0.99,1,0.3,1
0.357,0.0,0.664,13.82,46,12,0.65,1,0.31,1
0.0,0.0,0.311,14.82,44,13,1.0,1,0.31,1
0.299,0.0,0.506,15.82,39,14,0.63,1,0.21,1
0.0,0.0,0.416,16.38,38,15,0.99,1,0.42,1
0.174,0.0,0.233,15.26,38,16,0.57,1,0.06,1
0.431,0.0,0.01,14.15,37,17,0.02,1,-0.42,1
0.583,0.0,0.0,12.32,52,18,0.0,1,-0.58,0
1.16,0.0,0.0,11.21,52,19,0.0,0,-1.16,0
0.818,0.0,0.0,10.66,58,20,0.0,0,-0.82,0
1.258,0.0,0.0,10.1,71,21,0.0,0,-1.26,0
0.0,1.824,0.0,9.54,72,22,0.0,0,-1.82,0
0.0,1.823,0.0,9.54,66,23,0.0,0,-1.82,0
0.0,1.82,0.0,9.45,65,0,0.0,0,-1.82,0
0.0,1.778,0.0,10.72,61,1,0.0,0,-1.78,0
0.0,1.02,0.0,9.82,60,2,0.0,0,-1.02,0
0.0,0.478,0.0,9.82,72,3,0.0,0,-0.48,0
0.0,0.297,0.0,9.82,78,4,0.0,0,-0.3,0
0.0,0.336,0.0,8.82,73,5,0.0,0,-0.34,0
0.0,0.336,0.0,8.82,69,6,0.0,0,-0.34,0
0.0,1.141,0.0,8.43,69,7,0.0,1,-1.14,0
0.372,0.0,0.024,8.82,68,8,0.06,1,-0.35,1
0.106,0.0,0.156,9.23,66,9,0.6,1,0.05,1
0.006,0.0,0.268,10.82,64,10,0.99,1,0.26,1
0.035,0.0,0.483,12.01,60,11,0.93,1,0.45,1
0.743,0.0,0.704,13.12,58,12,0.49,1,-0.04,1
0.0,0.0,0.31,14.71,55,13,1.0,1,0.31,1
0.351,0.0,0.436,15.82,51,14,0.55,1,0.09,1
0.072,0.0,0.396,16.38,49,15,0.84,1,0.32,1
1.219,0.0,0.258,15.82,50,16,0.17,1,-0.96,1
2.186,0.0,0.006,15.82,50,17,0.0,1,-2.18,1
1.252,0.0,0.0,13.34,54,18,0.0,1,-1.25,0
0.79,0.0,0.0,13.82,59,19,0.0,0,-0.79,0
0.435,0.0,0.0,12.82,63,20,0.0,0,-0.44,0
0.338,0.0,0.0,11.77,64,21,0.0,0,-0.34,0
0.0,0.68,0.0,11.82,58,22,0.0,0,-0.68,0
0.0,0.587,0.0,11.82,60,23,0.0,0,-0.59,0
0.0,0.471,0.0,11.12,62,0,0.0,0,-0.47,0
0.0,0.371,0.0,10.57,64,1,0.0,0,-0.37,0
0.0,0.356,0.0,10.1,68,2,0.0,0,-0.36,0
0.0,0.316,0.0,10.1,71,3,0.0,0,-0.32,0
0.0,0.286,0.0,9.54,73,4,0.0,0,-0.29,0
0.0,0.282,0.0,8.99,74,5,0.0,0,-0.28,0
0.0,0.31,0.0,8.9,73,6,0.0,0,-0.31,0
0.0,0.729,0.0,8.82,73,7,0.0,1,-0.73,0
0.181,0.0,0.227,8.9,74,8,0.55,1,0.05,1
0.0,0.0,0.298,10.57,70,9,0.99,1,0.3,1
0.401,0.0,0.764,12.82,57,10,0.66,1,0.36,1
0.52,0.0,0.673,13.82,55,11,0.57,1,0.15,1
0.0,0.0,0.299,14.82,54,12,1.0,1,0.3,1
0.0,0.0,0.305,15.82,49,13,1.02,1,0.3,1
0.0,0.0,0.423,16.82,45,14,1.01,1,0.42,1
0.0,0.0,0.343,16.82,41,15,1.01,1,0.34,1
0.211,0.0,0.265,16.82,42,16,0.55,1,0.05,1
1.353,0.0,0.01,16.82,44,17,0.01,1,-1.34,1
2.506,0.0,0.0,14.82,47,18,0.0,1,-2.51,0
2.948,0.0,0.0,13.82,49,19,0.0,0,-2.95,0
0.984,0.0,0.0,12.82,51,20,0.0,0,-0.98,0
1.513,0.0,0.0,11.77,52,21,0.0,0,-1.51,0
0.0,1.141,0.0,11.21,51,22,0.0,0,-1.14,0
0.0,1.703,0.0,10.82,52,23,0.0,0,-1.7,0
0.0,0.84,0.0,10.66,53,0,0.0,0,-0.84,0
0.0,0.538,0.0,10.1,54,1,0.0,0,-0.54,0
0.0,0.501,0.0,10.1,53,2,0.0,0,-0.5,0
0.0,0.494,0.0,9.54,58,3,0.0,0,-0.49,0
0.0,0.357,0.0,9.82,60,4,0.0,0,-0.36,0
0.0,0.304,0.0,9.82,60,5,0.0,0,-0.3,0
0.0,0.307,0.0,8.82,63,6,0.0,0,-0.31,0
0.0,1.109,0.0,8.43,64,7,0.0,1,-1.11,0
0.233,0.0,0.224,8.82,65,8,0.49,1,-0.01,1
0.0,0.0,0.305,8.82,57,9,1.02,1,0.3,1
0.386,0.0,0.687,10.82,54,10,0.64,1,0.3,1
0.249,0.0,0.533,12.82,51,11,0.68,1,0.28,1
0.287,0.0,0.623,13.82,46,12,0.68,1,0.34,1
0.0,0.0,0.287,14.82,43,13,0.99,1,0.29,1
0.0,0.0,0.32,15.82,41,14,1.0,1,0.32,1
0.0,0.0,0.33,15.82,37,15,1.0,1,0.33,1
0.086,0.0,0.249,15.82,42,16,0.73,1,0.16,1
0.305,0.0,0.013,14.82,43,17,0.04,1,-0.29,1
0.564,0.0,0.0,13.82,51,18,0.0,1,-0.56,0
1.442,0.0,0.0,12.32,53,19,0.0,0,-1.44,0
0.318,0.0,0.0,11.77,55,20,0.0,0,-0.32,0
0.36,0.0,0.0,11.21,58,21,0.0,0,-0.36,0
0.0,0.512,0.0,10.66,55,22,0.0,0,-0.51,0
0.0,0.509,0.0,10.1,55,23,0.0,0,-0.51,0
0.0,0.482,0.0,10.1,57,0,0.0,0,-0.48,0
0.0,0.504,0.0,9.54,60,1,0.0,0,-0.5,0
0.0,0.375,0.0,8.82,64,2,0.0,0,-0.38,0
0.0,0.341,0.0,8.99,69,3,0.0,0,-0.34,0
0.0,0.325,0.0,8.82,70,4,0.0,0,-0.32,0
0.0,0.329,0.0,7.88,71,5,0.0,0,-0.33,0
0.0,0.301,0.0,7.88,73,6,0.0,0,-0.3,0
0.0,1.081,0.0,7.88,72,7,0.0,1,-1.08,0
0.162,0.0,0.228,7.82,70,8,0.58,1,0.07,1
0.0,0.0,0.298,8.82,57,9,0.99,1,0.3,1
0.0,0.0,0.31,10.9,56,10,1.0,1,0.31,1
0.719,0.0,0.849,13.12,52,11,0.54,1,0.13,1
0.073,0.0,0.857,14.23,49,12,0.92,1,0.78,1
0.338,0.0,0.9,13.82,44,13,0.73,1,0.56,1
0.159,0.0,0.644,14.82,38,14,0.8,1,0.48,1
0.01,0.0,0.496,15.82,38,15,0.97,1,0.49,1
0.434,0.0,0.242,15.26,38,16,0.36,1,-0.19,1
0.596,0.0,0.004,13.82,38,17,0.01,1,-0.59,1
0.566,0.0,0.0,12.82,48,18,0.0,1,-0.57,1
0.977,0.0,0.0,11.21,51,19,0.0,0,-0.98,0
0.393,0.0,0.0,10.66,56,20,0.0,0,-0.39,0
0.465,0.0,0.0,10.82,60,21,0.0,0,-0.46,0
0.0,1.345,0.0,10.1,56,22,0.0,0,-1.34,0
0.0,0.496,0.0,10.01,58,23,0.0,0,-0.5,0
0.0,0.599,0.0,9.45,59,0,0.0,0,-0.6,0
0.0,0.494,0.0,8.9,62,1,0.0,0,-0.49,0
0.0,0.352,0.0,9.82,62,2,0.0,0,-0.35,0
0.0,0.36,0.0,10.82,61,3,0.0,0,-0.36,0
0.0,0.338,0.0,10.82,59,4,0.0,0,-0.34,0
0.0,0.605,0.0,10.82,59,5,0.0,0,-0.6,0
0.0,1.04,0.0,10.82,60,6,0.0,0,-1.04,0
0.0,0.391,0.002,10.82,61,7,0.01,1,-0.39,0
0.087,0.0,0.248,10.82,62,8,0.73,1,0.16,1
0.017,0.0,0.436,10.82,60,9,0.97,1,0.42,1
0.625,0.0,0.791,11.82,56,10,0.56,1,0.17,1
0.03,0.0,0.695,13.82,55,11,0.97,1,0.66,1
0.386,0.0,0.718,14.82,50,12,0.65,1,0.33,1
0.077,0.0,0.337,15.82,49,13,0.82,1,0.26,1
0.0,0.0,0.294,16.82,47,14,1.01,1,0.29,1
0.44,0.0,0.206,16.82,47,15,0.32,1,-0.23,1
1.742,0.0,0.08,15.82,46,16,0.04,1,-1.66,1
1.619,0.0,0.014,15.82,48,17,0.01,1,-1.6,1
0.578,0.0,0.0,14.82,50,18,0.0,1,-0.58,1
1.861,0.0,0.0,14.82,52,19,0.0,0,-1.86,0
1.039,0.0,0.0,12.82,54,20,0.0,0,-1.04,0
0.537,0.0,0.0,13.82,57,21,0.0,0,-0.54,0
0.0,1.115,0.0,12.82,54,22,0.0,0,-1.12,0
0.0,2.7,0.0,12.82,56,23,0.0,0,-2.7,0
0.0,2.029,0.0,11.82,57,0,0.0,0,-2.03,0
0.0,0.431,0.0,12.23,58,1,0.0,0,-0.43,0
0.0,0.383,0.0,12.82,58,2,0.0,0,-0.38,0
0.0,0.34,0.0,11.82,61,3,0.0,0,-0.34,0
0.0,0.328,0.0,11.82,63,4,0.0,0,-0.33,0
0.0,0.313,0.0,11.82,62,5,0.0,0,-0.31,0
0.0,0.315,0.0,11.82,63,6,0.0,0,-0.32,0
0.0,1.475,0.0,12.82,62,7,0.0,1,-1.48,0
0.506,0.0,0.066,11.82,65,8,0.12,1,-0.44,1
0.122,0.0,0.185,12.82,66,9,0.6,1,0.06,1
0.03,0.0,0.272,14.82,57,10,0.91,1,0.24,1
0.0,0.0,0.296,15.82,54,11,0.99,1,0.3,1
0.0,0.0,0.315,16.82,52,12,0.98,1,0.32,1
0.0,0.0,0.292,17.82,50,13,1.01,1,0.29,1
0.0,0.0,0.3,18.04,50,14,1.0,1,0.3,1
0.0,0.0,0.399,19.15,49,15,1.0,1,0.4,1
0.126,0.0,0.27,18.34,49,16,0.68,1,0.14,1
0.376,0.0,0.025,18.04,49,17,0.06,1,-0.35,1
1.585,0.0,0.0,15.66,65,18,0.0,1,-1.58,1
2.533,0.0,0.0,14.54,64,19,0.0,0,-2.53,0
1.498,0.0,0.0,13.99,66,20,0.0,0,-1.5,0
1.158,0.0,0.0,13.82,67,21,0.0,0,-1.16,0
0.0,1.171,0.0,13.43,73,22,0.0,0,-1.17,0
0.0,0.907,0.0,12.88,75,23,0.0,0,-0.91,0
0.0,0.549,0.0,12.23,76,0,0.0,0,-0.55,0
0.0,0.374,0.0,11.82,74,1,0.0,0,-0.37,0
0.0,0.325,0.0,11.82,71,2,0.0,0,-0.32,0
0.0,0.312,0.0,11.82,71,3,0.0,0,-0.31,0
0.0,0.315,0.0,11.82,71,4,0.0,0,-0.32,0
0.0,0.312,0.0,11.82,71,5,0.0,0,-0.31,0
0.0,0.298,0.0,11.82,72,6,0.0,0,-0.3,0
0.0,1.017,0.0,11.82,71,7,0.0,1,-1.02,0
0.143,0.0,0.181,11.82,70,8,0.57,1,0.04,1
0.906,0.0,0.411,12.82,69,9,0.31,1,-0.5,1
0.0,0.0,0.284,14.59,54,10,1.01,1,0.28,1
0.0,0.0,0.298,16.45,52,11,0.99,1,0.3,1
0.0,0.0,0.284,17.01,51,12,1.01,1,0.28,1
0.0,0.0,0.29,17.49,48,13,1.0,1,0.29,1
0.178,0.0,0.474,18.82,46,14,0.73,1,0.3,1
0.0,0.0,0.277,18.9,46,15,0.99,1,0.28,1
0.129,0.0,0.171,18.6,48,16,0.57,1,0.04,1
0.295,0.0,0.024,18.04,48,17,0.08,1,-0.27,1
0.54,0.0,0.0,16.12,57,18,0.0,1,-0.54,1
0.808,0.0,0.0,15.01,62,19,0.0,0,-0.81,0
0.735,0.0,0.0,15.01,63,20,0.0,0,-0.74,0
0.837,0.0,0.0,13.99,61,21,0.0,0,-0.84,0
0.0,0.566,0.0,14.82,58,22,0.0,0,-0.57,0
0.0,0.616,0.0,13.82,61,23,0.0,0,-0.62,0
0.0,0.605,0.0,13.82,63,0,0.0,0,-0.6,0
0.0,0.512,0.0,13.82,66,1,0.0,0,-0.51,0
0.0,0.433,0.0,12.88,69,2,0.0,0,-0.43,0
0.0,0.416,0.0,12.88,72,3,0.0,0,-0.42,0
0.0,0.267,0.0,12.32,73,4,0.0,0,-0.27,0
0.0,0.263,0.0,11.77,74,5,0.0,0,-0.26,0
0.0,0.309,0.0,11.82,72,6,0.0,0,-0.31,0
0.0,1.326,0.007,11.82,72,7,0.01,1,-1.32,0
0.429,0.0,0.214,11.82,72,8,0.33,1,-0.22,1
0.0,0.0,0.245,12.82,70,9,1.02,1,0.24,1
0.0,0.0,0.329,15.15,55,10,1.0,1,0.33,1
0.325,0.0,0.782,16.82,52,11,0.7,1,0.46,1
0.507,0.0,0.803,18.82,50,12,0.61,1,0.3,1
0.0,0.0,0.312,19.82,47,13,1.01,1,0.31,1
0.268,0.0,0.697,19.82,44,14,0.73,1,0.43,1
0.0,0.0,0.36,20.26,42,15,1.0,1,0.36,1
0.157,0.0,0.25,20.26,45,16,0.61,1,0.09,1
0.39,0.0,0.029,18.68,48,17,0.07,1,-0.36,1
0.564,0.0,0.0,16.21,56,18,0.0,1,-0.56,1
0.456,0.0,0.0,15.1,63,19,0.0,0,-0.46,0
0.59,0.0,0.0,14.54,66,20,0.0,0,-0.59,0
0.583,0.0,0.0,13.99,75,21,0.0,0,-0.58,0
0.0,0.612,0.0,13.99,80,22,0.0,0,-0.61,0
0.0,0.624,0.0,13.43,84,23,0.0,0,-0.62,0
0.0,0.572,0.0,12.37,73,0,0.0,0,-0.57,0
0.0,0.498,0.0,12.37,73,1,0.0,0,-0.5,0
0.0,0.32,0.0,11.21,90,2,0.0,0,-0.32,0
0.0,0.267,0.0,10.66,92,3,0.0,0,-0.27,0
0.0,0.314,0.0,10.1,91,4,0.0,0,-0.31,0
0.0,0.243,0.0,10.1,91,5,0.0,0,-0.24,0
0.0,0.271,0.0,10.01,90,6,0.0,0,-0.27,0
0.0,0.767,0.004,9.54,91,7,0.01,1,-0.76,0
0.124,0.0,0.194,8.99,89,8,0.61,1,0.07,1
0.0,0.0,0.234,10.82,86,9,1.02,1,0.23,1
0.474,0.0,0.494,16.82,54,10,0.51,1,0.02,1
0.0,0.0,0.257,17.93,51,11,0.99,1,0.26,1
0.0,0.0,0.254,19.04,43,12,1.02,1,0.25,1
0.0,0.0,0.255,19.71,40,13,0.98,1,0.26,1
0.0,0.0,0.249,20.7,40,14,1.0,1,0.25,1
0.0,0.0,0.247,20.82,44,15,0.99,1,0.25,1
0.091,0.0,0.222,21.38,45,16,0.72,1,0.13,1
0.251,0.0,0.031,19.59,49,17,0.11,1,-0.22,1
0.849,0.0,0.0,16.68,58,18,0.0,1,-0.85,1
1.41,0.0,0.0,15.57,65,19,0.0,0,-1.41,0
1.102,0.0,0.0,14.54,77,20,0.0,0,-1.1,0
0.536,0.0,0.0,15.01,80,21,0.0,0,-0.54,0
0.0,2.162,0.0,14.45,84,22,0.0,0,-2.16,0
0.0,0.711,0.0,13.9,87,23,0.0,0,-0.71,0
0.0,1.039,0.0,13.34,86,0,0.0,0,-1.04,0
0.0,0.419,0.0,13.9,86,1,0.0,0,-0.42,0
0.0,0.446,0.0,12.79,85,2,0.0,0,-0.45,0
0.0,0.408,0.0,11.68,85,3,0.0,0,-0.41,0
0.0,0.264,0.0,12.23,85,4,0.0,0,-0.26,0
0.0,0.256,0.0,11.12,85,5,0.0,0,-0.26,0
0.0,0.256,0.0,11.68,84,6,0.0,0,-0.26,0
0.0,1.149,0.006,11.82,83,7,0.01,1,-1.14,0
0.078,0.0,0.235,12.82,80,8,0.76,1,0.16,1
0.0,0.0,0.247,13.82,72,9,0.99,1,0.25,1
0.0,0.0,0.254,16.26,43,10,1.02,1,0.25,1
0.0,0.0,0.256,17.93,39,11,0.98,1,0.26,1
0.0,0.0,0.26,19.79,38,12,1.0,1,0.26,1
0.0,0.0,0.336,21.38,35,13,0.99,1,0.34,1
0.434,0.0,0.612,21.82,31,14,0.58,1,0.18,1
0.108,0.0,0.545,22.01,30,15,0.84,1,0.44,1
0.071,0.0,0.306,21.12,26,16,0.81,1,0.24,1
0.233,0.0,0.026,20.01,54,17,0.1,1,-0.21,1
0.345,0.0,0.0,17.88,36,18,0.0,1,-0.34,1
0.403,0.0,0.0,17.32,37,19,0.0,0,-0.4,0
0.429,0.0,0.0,16.21,56,20,0.0,0,-0.43,0
0.538,0.0,0.0,15.66,58,21,0.0,0,-0.54,0
0.0,0.579,0.0,14.54,65,22,0.0,0,-0.58,0
0.0,0.568,0.0,14.54,63,23,0.0,0,-0.57,0
0.0,0.529,0.0,13.43,61,0,0.0,0,-0.53,0
0.0,0.476,0.0,12.32,62,1,0.0,0,-0.48,0
0.0,0.421,0.0,13.34,66,2,0.0,0,-0.42,0
0.0,0.275,0.0,12.82,67,3,0.0,0,-0.28,0
0.0,0.268,0.0,13.82,67,4,0.0,0,-0.27,0
0.0,0.265,0.0,12.23,66,5,0.0,0,-0.26,0
0.0,1.387,0.0,12.82,64,6,0.0,0,-1.39,0
0.0,0.481,0.005,12.23,65,7,0.01,1,-0.48,0
0.016,0.0,0.238,11.82,64,8,0.95,1,0.22,1
0.0,0.0,0.26,13.82,60,9,1.0,1,0.26,1
0.222,0.0,0.564,16.82,36,10,0.71,1,0.34,1
1.301,0.0,0.954,17.93,38,11,0.42,1,-0.35,1
2.131,0.0,0.995,20.34,36,12,0.32,1,-1.14,1
0.004,0.0,0.584,20.34,37,13,0.99,1,0.58,1
0.86,0.0,0.448,20.82,38,14,0.34,1,-0.41,1
0.024,0.0,0.282,20.34,40,15,0.91,1,0.26,1
0.237,0.0,0.18,20.34,42,16,0.43,1,-0.06,1
0.843,0.0,0.02,19.79,44,17,0.02,1,-0.82,1
0.883,0.0,0.0,15.66,49,18,0.0,1,-0.88,1
0.514,0.0,0.0,15.1,55,19,0.0,0,-0.51,0
0.643,0.0,0.0,15.1,66,20,0.0,0,-0.64,0
0.601,0.0,0.0,14.54,70,21,0.0,0,-0.6,0
0.0,0.586,0.0,14.79,70,22,0.0,0,-0.59,0
0.0,0.582,0.0,15.15,55,23,0.0,0,-0.58,0
0.0,1.6,0.0,13.68,79,0,0.0,0,-1.6,0
0.0,0.541,0.0,13.34,82,1,0.0,0,-0.54,0
0.0,0.344,0.0,12.79,80,2,0.0,0,-0.34,0
0.0,0.357,0.0,12.23,80,3,0.0,0,-0.36,0
0.0,0.3,0.0,12.23,75,4,0.0,0,-0.3,0
0.0,0.332,0.0,11.68,74,5,0.0,0,-0.33,0
0.0,0.328,0.0,12.23,74,6,0.0,0,-0.33,0
0.0,0.348,0.011,12.23,72,7,0.03,1,-0.34,0
0.103,0.0,0.211,13.34,70,8,0.68,1,0.11,1
0.19,0.0,0.282,13.9,70,9,0.6,1,0.09,1
0.0,0.0,0.331,15.82,62,10,1.0,1,0.33,1
0.224,0.0,0.514,17.01,55,11,0.69,1,0.29,1
1.068,0.0,0.976,18.68,53,12,0.48,1,-0.09,1
0.297,0.0,0.54,21.45,52,13,0.64,1,0.24,1
0.423,0.0,0.498,22.01,52,14,0.54,1,0.08,1
0.781,0.0,0.249,21.45,51,15,0.24,1,-0.53,1
0.146,0.0,0.235,20.9,51,16,0.62,1,0.09,1
0.245,0.0,0.062,20.82,56,17,0.2,1,-0.18,1
0.472,0.0,0.0,18.9,60,18,0.0,1,-0.47,1
0.968,0.0,0.0,16.77,63,19,0.0,0,-0.97,0
0.705,0.0,0.0,16.12,69,20,0.0,0,-0.7,0
0.573,0.0,0.0,16.12,72,21,0.0,0,-0.57,0
0.0,0.484,0.0,16.12,76,22,0.0,0,-0.48,0
0.0,0.524,0.0,16.12,77,23,0.0,0,-0.52,0
0.0,0.52,0.0,15.57,76,0,0.0,0,-0.52,0
0.0,0.443,0.0,15.01,76,1,0.0,0,-0.44,0
0.0,0.274,0.0,14.45,75,2,0.0,0,-0.27,0
0.0,0.312,0.0,15.57,77,3,0.0,0,-0.31,0
0.0,0.256,0.0,15.01,76,4,0.0,0,-0.26,0
0.0,0.244,0.0,15.01,76,5,0.0,0,-0.24,0
0.0,0.25,0.0,14.72,74,6,0.0,0,-0.25,0
0.0,1.045,0.0,15.72,74,7,0.0,1,-1.04,0
0.484,0.0,0.046,14.72,72,8,0.09,1,-0.44,1
0.134,0.0,0.123,15.01,70,9,0.47,1,-0.01,1
0.027,0.0,0.242,16.82,50,10,0.9,1,0.22,1
0.109,0.0,0.286,17.72,50,11,0.73,1,0.18,1
0.993,0.0,0.475,19.72,49,12,0.32,1,-0.52,1
0.0,0.0,0.243,19.79,46,13,1.01,1,0.24,1
0.01,0.0,0.228,20.7,44,14,0.95,1,0.22,1
0.073,0.0,0.166,20.9,46,15,0.69,1,0.09,1
0.18,0.0,0.064,20.15,50,16,0.27,1,-0.12,1
0.254,0.0,0.004,18.68,52,17,0.02,1,-0.25,1
0.333,0.0,0.0,17.37,54,18,0.0,1,-0.33,1
0.42,0.0,0.0,16.82,57,19,0.0,0,-0.42,0
0.534,0.0,0.0,15.7,67,20,0.0,0,-0.53,0
0.601,0.0,0.0,15.1,74,21,0.0,0,-0.6,0
0.0,0.594,0.0,14.54,76,22,0.0,0,-0.59,0
0.0,0.561,0.0,13.99,85,23,0.0,0,-0.56,0
0.0,0.569,0.0,13.99,84,0,0.0,0,-0.57,0
0.0,0.561,0.0,13.72,86,1,0.0,0,-0.56,0
0.0,0.509,0.0,13.72,83,2,0.0,0,-0.51,0
0.0,0.494,0.0,13.43,91,3,0.0,0,-0.49,0
0.0,0.491,0.0,12.88,91,4,0.0,0,-0.49,0
0.0,0.422,0.0,12.88,81,5,0.0,0,-0.42,0
0.0,0.264,0.0,12.88,82,6,0.0,0,-0.26,0
0.0,0.262,0.003,12.37,80,7,0.01,1,-0.26,0
0.21,0.0,0.052,12.37,81,8,0.2,1,-0.16,1
0.183,0.0,0.158,12.93,82,9,0.46,1,-0.02,1
0.212,0.0,0.196,14.59,75,10,0.48,1,-0.02,1
0.01,0.0,0.361,15.15,76,11,0.98,1,0.35,1
0.617,0.0,0.345,15.34,77,12,0.36,1,-0.27,1
0.536,0.0,0.085,16.45,78,13,0.14,1,-0.45,1
0.308,0.0,0.227,16.93,79,14,0.42,1,-0.08,1
0.354,0.0,0.209,15.1,89,15,0.37,1,-0.14,1
0.422,0.0,0.064,14.54,89,16,0.13,1,-0.36,1
0.464,0.0,0.013,15.26,89,17,0.03,1,-0.45,1
0.533,0.0,0.0,13.72,89,18,0.0,1,-0.53,1
2.77,0.0,0.0,13.43,89,19,0.0,0,-2.77,0
1.482,0.0,0.0,12.72,90,20,0.0,0,-1.48,0
0.715,0.0,0.0,12.72,91,21,0.0,0,-0.72,0
0.0,0.56,0.0,12.01,92,22,0.0,0,-0.56,0
0.0,0.738,0.0,12.88,92,23,0.0,0,-0.74,0
0.0,0.427,0.0,12.88,92,0,0.0,0,-0.43,0
0.0,0.236,0.0,12.32,93,1,0.0,0,-0.24,0
0.0,0.385,0.0,12.32,93,2,0.0,0,-0.38,0
0.0,0.32,0.0,12.32,93,3,0.0,0,-0.32,0
0.0,0.242,0.0,12.01,93,4,0.0,0,-0.24,0
0.0,0.247,0.0,12.01,94,5,0.0,0,-0.25,0
0.0,0.254,0.0,12.01,94,6,0.0,0,-0.25,0
0.0,0.573,0.0,12.01,94,7,0.0,1,-0.57,0
0.696,0.0,0.048,12.01,94,8,0.06,1,-0.65,1
0.168,0.0,0.235,12.01,94,9,0.59,1,0.07,1
0.546,0.0,0.783,12.79,94,10,0.59,1,0.24,1
0.208,0.0,0.518,12.88,94,11,0.71,1,0.31,1
0.0,0.0,0.403,13.72,86,12,1.01,1,0.4,1
0.172,0.0,0.302,14.72,82,13,0.64,1,0.13,1
0.03,0.0,0.344,14.15,82,14,0.93,1,0.31,1
0.177,0.0,0.243,14.71,85,15,0.58,1,0.07,1
0.258,0.0,0.191,13.9,89,16,0.42,1,-0.07,1
0.241,0.0,0.039,13.6,91,17,0.14,1,-0.2,1
1.128,0.0,0.0,13.04,90,18,0.0,1,-1.13,1
0.518,0.0,0.0,11.77,88,19,0.0,0,-0.52,0
1.229,0.0,0.0,11.21,88,20,0.0,0,-1.23,0
1.321,0.0,0.0,10.66,88,21,0.0,0,-1.32,0
0.0,0.6,0.0,8.9,88,22,0.0,0,-0.6,0
0.0,0.583,0.0,8.12,88,23,0.0,0,-0.58,0
0.0,0.522,0.0,8.12,86,0,0.0,0,-0.52,0
